Year,LocationAbbr,LocationDesc,Class,Topic,Question,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Break_Out,Break_Out_Category,Geolocation,ClassId,TopicId,QuestionId,LocationId,BreakOutId,BreakOutCategoryid,ResponseId
2007,IL,Illinois,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,1.1,,,,0.5,2.2,10,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,"(40.485010283, -88.997710178)",CLA9,TOP27,QUO191,17,AGE3,BOC17,RES8
2007,VT,Vermont,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,21-40/day,%,Percentage,1.4,,,,0.5,4,4,"$10,000 to $24,999",Income (years 2004 and beyond),"(43.625381239, -72.517640791)",CLA9,TOP27,QUO191,50,INC36,BOC14,RES11
2007,MN,Minnesota,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,0.2,,,,0,1.1,1,Hispanic,Mother Hispanic,"(46.355648736, -94.794200503)",CLA9,TOP27,QUO191,27,HIS1,BOC8,RES8
2007,NJ,New Jersey,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,1.5,,,,0.9,2.4,21,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,"(40.130570048, -74.273691288)",CLA9,TOP27,QUO191,34,AGE4,BOC17,RES10
2007,CO,Colorado,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,11-20/day,%,Percentage,0.7,,,,0.3,1.9,8,WIC,On WIC during Pregnancy,"(38.843840757, -106.133610921)",CLA9,TOP27,QUO191,8,WIC2,BOC10,RES9
2007,NC,North Carolina,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,1.1,,,,0.6,2.1,16,ADEQUATE PNC,Adequacy of Prenatal care,"(35.466220975, -79.159250463)",CLA9,TOP27,QUO191,37,PNC1,BOC18,RES8
2007,WA,Washington,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,2.4,,,,1.3,4.6,13,25-34 yrs,Maternal Age (4 Levels),"(47.522278629, -120.47001079)",CLA9,TOP27,QUO191,53,AYR5,BOC4,RES13
2007,OR,Oregon,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,58.5,,,,45.9,70.1,101,Smoker,Smoked last 3 months of Pregnancy,"(44.567449424, -120.155031326)",CLA9,TOP27,QUO191,41,SMK2,BOC13,RES10
2007,IL,Illinois,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,0.8,,,,0.4,1.6,10,MARRIED,Marital Status,"(40.485010283, -88.997710178)",CLA9,TOP27,QUO191,17,MA1,BOC3,RES8
2007,WA,Washington,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,None (0 cig),%,Percentage,92.5,,,,88.8,95,514,30+ yrs,Maternal Age (3 Levels),"(47.522278629, -120.47001079)",CLA9,TOP27,QUO191,53,AYR3,BOC19,RES27
2007,MD,Maryland,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,,,Not available if the unweighted sample size was less than 30.,,,,,UNKNOWN PNC,Adequacy of Prenatal care,"(39.290580964, -76.609260111)",CLA9,TOP27,QUO191,24,PNC4,BOC18,RES8
2007,IL,Illinois,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,3.8,,,,2,7.1,11,"$10,000 to $24,999",Income (years 2004 and beyond),"(40.485010283, -88.997710178)",CLA9,TOP27,QUO191,17,INC36,BOC14,RES13
2007,DE,Delaware,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,10.3,,,,4.4,22.2,6,UNKNOWN PNC,Adequacy of Prenatal care,"(39.008830667, -75.577741168)",CLA9,TOP27,QUO191,10,PNC4,BOC18,RES10
2007,NJ,New Jersey,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,11-20/day,%,Percentage,0.3,,,,0.1,0.7,5,"$50,000 or more",Income (years 2004 and beyond),"(40.130570048, -74.273691288)",CLA9,TOP27,QUO191,34,INC38,BOC14,RES9
2007,AK,Alaska,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,None (0 cig),%,Percentage,83.3,,,,80.4,85.9,674,1 or more,Number of Previous Live Births,"(64.845079957001, -147.722059036)",CLA9,TOP27,QUO191,2,PRV1,BOC20,RES27
2007,AK,Alaska,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,4.2,,,,2.7,6.5,32,12 yrs,Maternal Education,"(64.845079957001, -147.722059036)",CLA9,TOP27,QUO191,2,12YR3,BOC5,RES13
2007,HI,Hawaii,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,,%,Percentage,25,1,"Missing includes not applicable, don't know, not recorded, no responses, and legitimate skips",,,,,,Smoked 3 months before Pregnancy,"(21.304850435, -157.857749403)",CLA9,TOP27,QUO191,15,BOC12,BOC12,
2007,GA,Georgia,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,2.9,,,,1.2,6.6,14,20-29 yrs,Maternal Age (3 Levels),"(32.839681093, -83.627580346)",CLA9,TOP27,QUO191,13,AYR2,BOC19,RES13
2007,MN,Minnesota,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,None (0 cig),%,Percentage,89.4,,,,85.9,92.1,225,"Black, non-Hispanic",Maternal Race/Ethnicity,"(46.355648736, -94.794200503)",CLA9,TOP27,QUO191,27,ETH1,BOC6,RES27
2007,OK,Oklahoma,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,,%,Percentage,15,1,"Missing includes not applicable, don't know, not recorded, no responses, and legitimate skips",,,,,,Maternal Age - 18 to 44 years in groupings,"(35.472031356, -97.521070214)",CLA9,TOP27,QUO191,40,BOC17,BOC17,
2007,WA,Washington,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,41+/day,%,Percentage,0.2,,,,0,0.7,2,WIC,On WIC during Pregnancy,"(47.522278629, -120.47001079)",CLA9,TOP27,QUO191,53,WIC2,BOC10,RES12
2007,HI,Hawaii,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,1.8,,,,0.9,3.3,9,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,"(21.304850435, -157.857749403)",CLA9,TOP27,QUO191,15,AGE4,BOC17,RES13
2007,OH,Ohio,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,3.9,,,,0.5,23.4,1,Hispanic,Maternal Race/Ethnicity,"(40.060210141, -82.404260056)",CLA9,TOP27,QUO191,39,ETH2,BOC6,RES8
2007,AK,Alaska,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,11-20/day,%,Percentage,2.2,,,,1.2,4,16,20-29 yrs,Maternal Age (3 Levels),"(64.845079957001, -147.722059036)",CLA9,TOP27,QUO191,2,AYR2,BOC19,RES9
2007,WV,West Virginia,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,41+/day,%,Percentage,0.4,,,,0.1,1.5,5,ADEQUATE PNC,Adequacy of Prenatal care,"(38.665510202, -80.712640135)",CLA9,TOP27,QUO191,54,PNC1,BOC18,RES12
2007,VT,Vermont,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,,,Not available if the unweighted sample size was less than 30.,,,,,INADEQUATE PNC,Adequacy of Prenatal care,"(43.625381239, -72.517640791)",CLA9,TOP27,QUO191,50,PNC2,BOC18,RES13
2007,OH,Ohio,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,21-40/day,%,Percentage,0.5,,,,0.1,2,3,Non-Medicaid,Medicaid Recipient,"(40.060210141, -82.404260056)",CLA9,TOP27,QUO191,39,MED2,BOC9,RES11
2007,VT,Vermont,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,2.3,,,,1.3,4,13,Medicaid,Medicaid Recipient,"(43.625381239, -72.517640791)",CLA9,TOP27,QUO191,50,MED1,BOC9,RES8
2007,OK,Oklahoma,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,11.2,,,,8.4,14.9,99,1 or more,Number of Previous Live Births,"(35.472031356, -97.521070214)",CLA9,TOP27,QUO191,40,PRV1,BOC20,RES10
2007,ME,Maine,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,None (0 cig),%,Percentage,94,,,,88.3,97,161,35+ yrs,Maternal Age (4 Levels),"(45.254228894001, -68.985031336)",CLA9,TOP27,QUO191,23,AYR6,BOC4,RES27
2007,OK,Oklahoma,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,9.7,,,,7.2,13,107,"White, non-Hispanic",Maternal Race/Ethnicity,"(35.472031356, -97.521070214)",CLA9,TOP27,QUO191,40,ETH4,BOC6,RES10
2007,OK,Oklahoma,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,11-20/day,%,Percentage,6.1,,,,3.7,9.8,53,OTHER,Marital Status,"(35.472031356, -97.521070214)",CLA9,TOP27,QUO191,40,MA2,BOC3,RES9
2007,WV,West Virginia,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,None (0 cig),%,Percentage,78.6,,,,74.7,82.1,591,MARRIED,Marital Status,"(38.665510202, -80.712640135)",CLA9,TOP27,QUO191,54,MA1,BOC3,RES27
2007,MN,Minnesota,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,2,,,,1.4,2.9,35,Age 18 - 44,Maternal Age - 18 to 44 years only,"(46.355648736, -94.794200503)",CLA9,TOP27,QUO191,27,AGE1844ALL,BOC16,RES8
2007,MI,Michigan,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,21-40/day,%,Percentage,0.1,,,,0,1,1,"$10,000 to $24,999",Income (years 2004 and beyond),"(44.661319543001, -84.71439027)",CLA9,TOP27,QUO191,26,INC36,BOC14,RES11
2007,OH,Ohio,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,7.1,,,,4.3,11.5,27,Smoker,Smoked 3 months before Pregnancy,"(40.060210141, -82.404260056)",CLA9,TOP27,QUO191,39,SMK2,BOC12,RES8
2007,NE,Nebraska,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,2.9,,,,1.9,4.4,16,Other non-Hispanic,Maternal Race/Ethnicity,"(41.641040988001, -99.365720623)",CLA9,TOP27,QUO191,31,ETH3,BOC6,RES13
2007,CO,Colorado,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,21-40/day,%,Percentage,0.2,,,,0,1.6,1,Hispanic,Maternal Race/Ethnicity,"(38.843840757, -106.133610921)",CLA9,TOP27,QUO191,8,ETH2,BOC6,RES11
2007,GA,Georgia,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,1.4,,,,0.4,4.6,5,Intended,Pregnancy Intendedness,"(32.839681093, -83.627580346)",CLA9,TOP27,QUO191,13,IND1,BOC11,RES13
2007,SD,South Dakota,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,None (0 cig),%,Percentage,100,,,,,,443,Non-Smoker,Smoked 3 months before Pregnancy,"(44.353130053, -100.373530637)",CLA9,TOP27,QUO191,46,SMK1,BOC12,RES27
2007,OH,Ohio,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,None (0 cig),%,Percentage,88.4,,,,80.6,93.4,135,35+ yrs,Maternal Age (4 Levels),"(40.060210141, -82.404260056)",CLA9,TOP27,QUO191,39,AYR6,BOC4,RES27
2007,GA,Georgia,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,21-40/day,%,Percentage,0.4,,,,0.1,2.6,3,None,None,"(32.839681093, -83.627580346)",CLA9,TOP27,QUO191,13,BOC99,BOC99,RES11
2007,WY,Wyoming,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,5.8,,,,4.3,8,50,Non-Hispanic,Mother Hispanic,"(43.235541343, -108.109830353)",CLA9,TOP27,QUO191,56,HIS2,BOC8,RES13
2007,MI,Michigan,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,9.7,,,,7.4,12.6,70,Unintended,Pregnancy Intendedness,"(44.661319543001, -84.71439027)",CLA9,TOP27,QUO191,26,IND2,BOC11,RES10
2007,DE,Delaware,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,11-20/day,%,Percentage,2,,,,0.8,5.1,5,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,"(39.008830667, -75.577741168)",CLA9,TOP27,QUO191,10,AGE4,BOC17,RES9
2007,WA,Washington,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,2.7,,,,1.7,4.3,25,NBW (>2500g),Birth Weight,"(47.522278629, -120.47001079)",CLA9,TOP27,QUO191,53,BWT2,BOC1,RES8
2007,NC,North Carolina,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,5,,,,2.3,10.7,10,<20 yrs,Maternal Age (3 Levels),"(35.466220975, -79.159250463)",CLA9,TOP27,QUO191,37,AYR1,BOC19,RES10
2007,OR,Oregon,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,6.8,,,,3.6,12.5,29,"$10,000 to $24,999",Income (years 2004 and beyond),"(44.567449424, -120.155031326)",CLA9,TOP27,QUO191,41,INC36,BOC14,RES10
2007,OK,Oklahoma,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,None (0 cig),%,Percentage,70.6,,,,59.3,79.8,176,<20 yrs,Maternal Age (4 Levels),"(35.472031356, -97.521070214)",CLA9,TOP27,QUO191,40,AYR1,BOC4,RES27
2007,YC,New York City,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,41+/day,%,Percentage,0.6,,,,0.3,1.7,4,LBW (<=2500g),Birth Weight,"(42.827001032, -75.543970427)",CLA9,TOP27,QUO191,36,BWT1,BOC1,RES12
2007,NE,Nebraska,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,2.2,,,,1.1,4.6,11,Unintended,Pregnancy Intendedness,"(41.641040988001, -99.365720623)",CLA9,TOP27,QUO191,31,IND2,BOC11,RES8
2007,AK,Alaska,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,3,,,,1.3,6.7,9,"$10,000 to $24,999",Income (years 2004 and beyond),"(64.845079957001, -147.722059036)",CLA9,TOP27,QUO191,2,INC36,BOC14,RES13
2007,RI,Rhode Island,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,4.7,,,,0.9,22,2,Age < 18,Maternal Age - 18 to 44 years in groupings,"(41.708280193, -71.522470314)",CLA9,TOP27,QUO191,44,AGE1,BOC17,RES8
2007,WI,Wisconsin,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,,%,Percentage,23,1,"Missing includes not applicable, don't know, not recorded, no responses, and legitimate skips",,,,,,Smoked last 3 months of Pregnancy,"(44.393191174, -89.816370742)",CLA9,TOP27,QUO191,55,BOC13,BOC13,
2007,RI,Rhode Island,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,21-40/day,%,Percentage,0.7,,,,0.3,2,6,"White, non-Hispanic",Maternal Race/Ethnicity,"(41.708280193, -71.522470314)",CLA9,TOP27,QUO191,44,ETH4,BOC6,RES11
2007,WY,Wyoming,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,3.6,,,,2.1,5.9,16,Non-Medicaid,Medicaid Recipient,"(43.235541343, -108.109830353)",CLA9,TOP27,QUO191,56,MED2,BOC9,RES13
2007,NE,Nebraska,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,3.9,,,,2.8,5.4,50,Age 18 - 44,Maternal Age - 18 to 44 years only,"(41.641040988001, -99.365720623)",CLA9,TOP27,QUO191,31,AGE1844ALL,BOC16,RES13
2007,AR,Arkansas,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,6.1,,,,4.6,8.1,91,20-29 yrs,Maternal Age (3 Levels),"(34.748650124, -92.274490743)",CLA9,TOP27,QUO191,5,AYR2,BOC19,RES10
2007,SC,South Carolina,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,,%,Percentage,96,1,"Missing includes not applicable, don't know, not recorded, no responses, and legitimate skips",,,,,,Maternal Age - 18 to 44 years only,"(33.998821303, -81.045371207)",CLA9,TOP27,QUO191,45,BOC16,BOC16,
2007,ME,Maine,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,21-40/day,%,Percentage,1.4,,,,0.2,9,1,INTERMEDIATE PNC,Adequacy of Prenatal care,"(45.254228894001, -68.985031336)",CLA9,TOP27,QUO191,23,PNC3,BOC18,RES11
2007,OR,Oregon,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,16.8,,,,8.5,30.8,17,<20 yrs,Maternal Age (3 Levels),"(44.567449424, -120.155031326)",CLA9,TOP27,QUO191,41,AYR1,BOC19,RES10
2007,MO,Missouri,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,11-20/day,%,Percentage,3.6,,,,1.9,6.5,17,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,"(38.635790776, -92.566300053)",CLA9,TOP27,QUO191,29,AGE4,BOC17,RES9
2007,NJ,New Jersey,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,,,Not available if the unweighted sample size was less than 30.,,,,,UNKNOWN PNC,Adequacy of Prenatal care,"(40.130570048, -74.273691288)",CLA9,TOP27,QUO191,34,PNC4,BOC18,RES10
2007,OH,Ohio,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,2.5,,,,1.4,4.6,17,1 or more,Number of Previous Live Births,"(40.060210141, -82.404260056)",CLA9,TOP27,QUO191,39,PRV1,BOC20,RES8
2007,WA,Washington,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,11-20/day,%,Percentage,0.9,,,,0.2,3,5,30+ yrs,Maternal Age (3 Levels),"(47.522278629, -120.47001079)",CLA9,TOP27,QUO191,53,AYR3,BOC19,RES9
2007,MI,Michigan,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,5,,,,3,8.1,20,Smoker,Smoked 3 months before Pregnancy,"(44.661319543001, -84.71439027)",CLA9,TOP27,QUO191,26,SMK2,BOC12,RES8
2007,ME,Maine,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,6.9,,,,4.5,10.5,29,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,"(45.254228894001, -68.985031336)",CLA9,TOP27,QUO191,23,AGE3,BOC17,RES13
2007,OH,Ohio,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,5.7,,,,4.2,7.7,81,None,None,"(40.060210141, -82.404260056)",CLA9,TOP27,QUO191,39,BOC99,BOC99,RES13
2007,SC,South Carolina,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,11-20/day,%,Percentage,1.6,,,,0.7,3.8,7,INADEQUATE PNC,Adequacy of Prenatal care,"(33.998821303, -81.045371207)",CLA9,TOP27,QUO191,45,PNC2,BOC18,RES9
2007,OR,Oregon,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,,,Not available if the unweighted sample size was less than 30.,,,,,Age 45+,Maternal Age - 18 to 44 years in groupings,"(44.567449424, -120.155031326)",CLA9,TOP27,QUO191,41,AGE5,BOC17,RES10
2007,IL,Illinois,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,0.9,,,,0.5,1.6,11,NBW (>2500g),Birth Weight,"(40.485010283, -88.997710178)",CLA9,TOP27,QUO191,17,BWT2,BOC1,RES8
2007,OR,Oregon,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,1,,,,0.2,4.2,10,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,"(44.567449424, -120.155031326)",CLA9,TOP27,QUO191,41,AGE2,BOC17,RES8
2007,OH,Ohio,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,None (0 cig),%,Percentage,86.3,,,,81.8,89.8,432,"Black, non-Hispanic",Maternal Race/Ethnicity,"(40.060210141, -82.404260056)",CLA9,TOP27,QUO191,39,ETH1,BOC6,RES27
2007,PA,Pennsylvania,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,,%,Percentage,19,1,"Missing includes not applicable, don't know, not recorded, no responses, and legitimate skips",,,,,,Maternal Education,"(40.793730152, -77.860700294)",CLA9,TOP27,QUO191,42,BOC5,BOC5,
2007,NY,New York (excluding NYC),Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,11-20/day,%,Percentage,0.1,,,,0,0.6,1,Hispanic,Mother Hispanic,"(42.827001032, -75.543970427)",CLA9,TOP27,QUO191,36,HIS1,BOC8,RES9
2007,VT,Vermont,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,,%,Percentage,17,1,"Missing includes not applicable, don't know, not recorded, no responses, and legitimate skips",,,,,,Birth Weight,"(43.625381239, -72.517640791)",CLA9,TOP27,QUO191,50,BOC1,BOC1,
2007,PA,Pennsylvania,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,18,,,,8.2,35.1,6,<20 yrs,Maternal Age (3 Levels),"(40.793730152, -77.860700294)",CLA9,TOP27,QUO191,42,AYR1,BOC19,RES10
2007,RI,Rhode Island,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,< 1/day,%,Percentage,3.4,,,,1.4,7.8,7,< 12 yrs,Maternal Education,"(41.708280193, -71.522470314)",CLA9,TOP27,QUO191,44,12YR1,BOC5,RES8
2007,GA,Georgia,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,1-5/day,%,Percentage,4.6,,,,2,10.1,13,0,Number of Previous Live Births,"(32.839681093, -83.627580346)",CLA9,TOP27,QUO191,13,PRV0,BOC20,RES10
2007,MI,Michigan,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,7.2,,,,4.4,11.5,21,20-24 yrs,Maternal Age (4 Levels),"(44.661319543001, -84.71439027)",CLA9,TOP27,QUO191,26,AYR4,BOC4,RES13
2007,ME,Maine,Maternal Behavior/Health,Tobacco Use,In the last 3 months of your pregnancy  how many cigarettes did you smoke on an average day?,PRAMS,6-10/day,%,Percentage,5.9,,,,4.5,7.8,75,Non-Hispanic,Mother Hispanic,"(45.254228894001, -68.985031336)",CLA9,TOP27,QUO191,23,HIS2,BOC8,RES13
